2.680947076747094115e+02 1.025546511944921804e+02
1.605335808085578151e+02 1.919251763909474278e+02
2.920790130796496555e+02 1.114532789096274144e+02
2.656114301212434157e+02 1.230881360427816844e+02
2.729352719683404302e+02 1.039481334979107032e+02
5.574543128831192718e+01 1.611300969592887355e+01
9.959274552004740144e+01 1.153585440175956194e+02
1.555718854644422606e+02 2.033453594969253686e+02
2.665192976447911519e+02 1.247878158339009360e+02
1.483499679755113903e+02 1.826257038534356525e+02
4.176952245578269896e+01 7.802910873085778576e+00
2.959254990450866671e+02 1.355448401804532068e+02
4.927092308088629125e+01 1.655361389262643002e+01
7.893013153748385946e+01 1.453360955298841191e+02
1.605551139861380250e+02 1.930429047445111053e+02
2.738254186440437934e+02 1.373359707016525419e+02
1.559912190095105302e+02 1.871807513370171705e+02
4.208257500548960195e+01 6.321680710783756041e+00
2.535235949027166384e+02 1.372695021622029685e+02
1.534500305038919805e+02 1.850119755258589862e+02
1.545416363224936447e+02 1.812952217279825504e+02
1.545676387131780984e+02 1.935055226174278573e+02
4.758250230490124011e+01 1.645171025514014929e+01
1.472866925209209512e+02 1.922074259724064405e+02
2.506403261075129763e+02 1.341868090911938793e+02
3.044435496298473822e+02 1.228658663850665533e+02
7.608340120158850084e+01 8.974463998206738324e+01
1.588600003329483457e+02 1.160321371403769035e+02
4.688440509064560047e+01 2.412677831098414671e+01
1.435298334432163188e+02 1.934155788889200380e+02
4.624263791590466610e+01 2.765537144552286009e+01
4.524251308450251940e+01 1.789051041907574913e+01
4.143505189602828409e+01 2.370252707489133925e+01
3.029499906959820805e+02 1.076809726089485366e+02
1.406741154498159290e+02 1.944698941071148681e+02
1.241029354850729902e+02 9.845565745684494630e+01
3.244509031124978549e+01 1.443047742586866278e+01
6.396578631689197891e+01 -1.060005455843750610e+01
1.435612168439296283e+02 1.923980752172521420e+02
2.725394601670341217e+02 1.531109365274802485e+02
5.174767990771869819e+01 2.357156300360156109e+01
7.411367673661742117e+01 5.836837955361302477e+01
1.523668306820987937e+02 1.875736611324362570e+02
1.094763928511038813e+02 1.272098514971816172e+02
2.791467279565522404e+02 1.252270216685910924e+02
1.495064514823494619e+02 1.915079159772271851e+02
1.454626308283473293e+02 1.943428816199178755e+02
9.707707980095651124e+01 1.077727752317858574e+02
2.514727376298091315e+02 1.148546231014328924e+02
4.064708906030593027e+01 3.125238588017840158e+01
1.162957232540664592e+02 1.106936297228156576e+02
1.558067277577931975e+02 2.013033083432980845e+02
5.892677343191738260e+01 1.654215073482000093e+02
6.980726405112966404e+01 9.886112515512047594e+01
2.860520021402076054e+02 1.143487897872594630e+02
2.953852588465707072e+02 1.095796584746217093e+02
1.659207074287537580e+02 1.328903070369443640e+02
1.505073774357693424e+02 1.813465090140770144e+02
8.934841139543696897e+01 1.142517456013870856e+02
1.417707108329226742e+02 7.312245018433695520e+01
8.979432120344101520e+01 1.557362205220891269e+02
5.900774628224179708e+01 9.548884350105917918e+01
1.490681882058914596e+02 1.841295601184021109e+02
1.461642190089141593e+02 1.904778617513684935e+02
6.138097761381305162e+01 1.430367471112084132e+01
3.040257770756653599e+02 1.154834181273131435e+02
4.008395969206608811e+01 1.223253455160874914e+01
1.611116278597902181e+02 1.948666920322390581e+02
2.695516961084625223e+02 1.186883029747829141e+02
3.111086117616379738e+02 1.171645891509216568e+02
1.410635277411895174e+02 1.339817910836077601e+02
3.854673488112275237e+01 1.147907588100319032e+01
3.708805778648742546e+01 2.051396175367075259e+01
5.565876455827695679e+01 1.213824938901051098e+01
3.461239961144882216e+01 2.523171984715265737e+01
1.595488702533414482e+02 1.877678568588651444e+02
1.508646771780821609e+02 6.100117558385378658e+01
1.526730567899465427e+02 1.840606667191289887e+02
3.818490478740141469e+01 7.517556070921503419e+01
1.346817028688516871e+02 1.254048708357088628e+02
9.633491041028342750e+01 9.137965025972019362e+01
2.668183819914791570e+02 1.063993018032764724e+02
2.601935752460362892e+02 1.395523587862222428e+02
1.595321664350872766e+02 1.960072471533922851e+02
4.709241378933152333e+01 2.261934879637644258e+01
3.009327641443162520e+02 1.514820048127067480e+02
2.438605419028105246e+02 9.858822411667198082e+01
2.427697597797797755e+02 1.166175383537873671e+02
4.173019457972577584e+01 3.133043548419292534e+01
5.106315213918112761e+01 1.573691178167825200e+01
1.566324180670147257e+02 1.865248635720495258e+02
9.428471552632312580e+01 1.325280095685874073e+02
1.247088432197450913e+02 1.377107413150816342e+02
5.938777711961422767e+01 1.085255578236523810e+01
5.436943022318818208e+01 2.763723488077896207e+01
2.364138060837278204e+02 1.220779228986863671e+02
1.526731187625410939e+02 1.994976118109405832e+02
1.488500689654308360e+02 1.889789046827267782e+02
4.604849332371722426e+01 2.846003324421340963e+01
2.816337776372647568e+02 1.535010449790426605e+02
2.631440319948024467e+02 1.171453760026941779e+02
3.074167452852830706e+02 1.178625482317540616e+02
2.768797572567785892e+02 1.417932172168058571e+02
4.709392105588412392e+01 4.501190041019348342e+01
3.134473506141743542e+02 1.387072481485458582e+02
5.001504193617532934e+01 7.822388153320579818e+01
1.516833278510553953e+02 1.969748810377310519e+02
2.499856061925547408e+02 1.094365003114700983e+02
1.508837946891090098e+02 1.924503689270525797e+02
3.936990772736375988e+01 4.651284282480562027e+00
2.596255532973144682e+02 1.174884325278043207e+02
1.426676870813263065e+02 9.901113848329214306e+01
4.493005736986700072e+01 3.134693312893204720e+01
7.544206038735367770e+01 1.101377187283173527e+02
1.471822463024857939e+02 1.840495449687365124e+02
2.848855035508815448e+01 1.923951396335946384e+01
3.457860520223633216e+01 1.596177126396246848e+01
6.968133392771366630e+01 9.968467596844753587e+01
1.507937643262932852e+02 1.896359509954334612e+02
2.788363770055991608e+02 1.226460902976636049e+02
1.527324596552041100e+02 1.810017511992516575e+02
2.906787934291104989e+02 1.511707921201334273e+02
8.003020751226324592e+01 6.520332157410732066e+01
1.605507117880169403e+02 1.853616843572000619e+02
1.581868026656985364e+02 1.965486535192781901e+02
6.009442551066767635e+01 2.276061427917716884e+01
5.767338460656455368e+01 4.181768039087005207e+01
1.580051120008435248e+02 1.922091943320552616e+02
3.073576224922154552e+02 1.386050618649721287e+02
6.892538295792014935e+01 5.832614156952400819e+00
4.573865548009494830e+01 1.429299597292862067e+01
1.348639430505189125e+02 5.824410046145532505e+01
1.509284223421632021e+02 1.919003168398145647e+02
4.253008354422851056e+01 3.658485195964229320e+01
1.401274883009986922e+02 1.877611859623935118e+02
