2.619184239683549436e+02 1.694400026979843119e+02 0.000000000000000000e+00
7.506514418173928505e+01 9.915845475012973509e+01 4.000000000000000000e+00
1.326021706292129068e+02 9.171577774305247033e+01 1.000000000000000000e+00
7.669282301921963096e+01 2.000603825551920920e+02 2.000000000000000000e+00
1.813474162582863585e+02 1.088775235605407232e+02 1.000000000000000000e+00
7.374566175682382152e+01 9.722078507382356349e+01 4.000000000000000000e+00
2.667334724116327038e+02 2.034782562807653221e+02 0.000000000000000000e+00
1.624515321187705013e+02 9.597004873537100877e+01 1.000000000000000000e+00
2.001644652024916411e+02 2.005973511669548657e+02 0.000000000000000000e+00
8.067864911055397670e+01 1.009993395276133299e+02 4.000000000000000000e+00
4.951366504806710367e+01 3.550098043335490416e+01 3.000000000000000000e+00
7.548760098897857063e+01 1.042852997701675690e+02 4.000000000000000000e+00
6.657112211071503793e+01 1.968354995482112599e+02 2.000000000000000000e+00
1.105100867231958972e+02 7.272218584367018934e+01 1.000000000000000000e+00
1.909942680939438446e+02 1.640207449231958492e+02 0.000000000000000000e+00
2.473846986764046676e+02 1.814784740568527184e+02 0.000000000000000000e+00
2.567183497673167949e+02 1.618237838457742725e+02 0.000000000000000000e+00
2.500996029315690237e+02 1.866221040455836260e+02 0.000000000000000000e+00
2.627049080167321335e+02 1.733275182334441809e+02 0.000000000000000000e+00
1.252141017464063140e+02 8.907020301369722404e+01 1.000000000000000000e+00
7.016076797446964974e+01 2.146022402935639377e+02 2.000000000000000000e+00
1.406025475993131408e+02 1.201657760706382021e+02 1.000000000000000000e+00
2.611318057241803103e+02 1.863557195852572761e+02 0.000000000000000000e+00
2.604690581783401058e+02 2.187053381872413240e+02 0.000000000000000000e+00
2.478223664247090028e+02 1.995907246895595506e+02 0.000000000000000000e+00
6.853478337620411764e+01 1.083335502767050116e+02 4.000000000000000000e+00
6.506014525346823518e+01 2.004750668334498584e+02 2.000000000000000000e+00
2.390847739469342628e+02 1.779531521299671510e+02 0.000000000000000000e+00
4.925753550768122579e+01 1.663678072798510854e+01 3.000000000000000000e+00
2.747755283878816499e+02 1.391299562527951252e+02 0.000000000000000000e+00
4.576246275800225050e+01 2.430068786876141473e+01 3.000000000000000000e+00
7.459188457357502955e+01 1.966646670779846318e+02 2.000000000000000000e+00
2.788555178775855552e+02 2.000255798751322232e+02 0.000000000000000000e+00
5.631485733042167396e+01 3.361490731088278494e+01 3.000000000000000000e+00
3.086280081602870382e+02 1.938202433727452956e+02 0.000000000000000000e+00
2.899016183834516482e+02 2.091763088549413965e+02 0.000000000000000000e+00
1.457340909723871221e+02 9.161104065343562297e+01 1.000000000000000000e+00
1.384314007427857973e+02 1.063044582054214260e+02 1.000000000000000000e+00
