2.618011144275004654e+02 1.994875537327619099e+02
2.349977935449730637e+02 1.783815364408132780e+02
2.596874494044639619e+02 1.916843453827396502e+02
1.402863483367738411e+02 8.696384573809494611e+01
1.358450006194782702e+02 1.232131256145706715e+02
2.843500160053501418e+02 1.656277961378414716e+02
1.453771835049712422e+02 8.486729571683106599e+01
1.391454226177961004e+02 9.864764840172901472e+01
2.552638056250268335e+02 2.053819535663090790e+02
2.493456371669344094e+02 2.203337840503695020e+02
7.002577476500908915e+01 1.985927842542041901e+02
2.550957032336529267e+02 2.270075118284668463e+02
2.709409482329177195e+02 1.956672592958895791e+02
2.679709605769616587e+02 1.750102293431166629e+02
2.297139847136097046e+02 1.722322848752547202e+02
1.430833305976205168e+02 9.684358451191754114e+01
2.540131802956810247e+02 2.140518700026141516e+02
2.329602736345723599e+02 2.038760995858316392e+02
7.827143245992812126e+01 2.069672820692887854e+02
2.594119979905033802e+02 1.910772679768839453e+02
8.667298681900835788e+01 2.021924298520508501e+02
2.158202010062095724e+02 1.992963944388901893e+02
2.786968682309885139e+02 2.055996579255116217e+02
7.664526373085135447e+01 2.002173487458134389e+02
2.270252420119108194e+02 2.153242555258080415e+02
7.170057206769131142e+01 1.997520303917831654e+02
1.343627878198829535e+02 9.356170504073277527e+01
2.079161527953215511e+02 2.423373951892315858e+02
1.426371992227131216e+02 1.026323652406511968e+02
2.251805814517612703e+02 1.541365747043663532e+02
8.158251603487119041e+01 1.890591416808648546e+02
2.425268151122839129e+02 1.746688844506697080e+02
7.183106049575970076e+01 1.948536715510652471e+02
7.614614313410385193e+01 2.019626604421517015e+02
7.200137095604677029e+01 1.938420590447560414e+02
2.970034423721885446e+02 1.839064940502091758e+02
2.312511009569325040e+02 2.209825408680998464e+02
2.203931425194209908e+02 1.810048100321953086e+02
2.448266858599253908e+02 1.939765894220451798e+02
2.725692726921714666e+02 1.849250562582531074e+02
1.099486247382607189e+02 6.682862734218943501e+01
2.237437559442748523e+02 1.783292306425285290e+02
2.680901794378665386e+02 1.860459586226752720e+02
6.917817072939779166e+01 1.888851331521503312e+02
1.439646433882639371e+02 1.097006825119061375e+02
2.324217634197517270e+02 1.770289540481505242e+02
1.338973100269113274e+02 1.006203481503054036e+02
1.413473848992150579e+02 8.906597593889057407e+01
8.195964428380901268e+01 2.046657563337482486e+02
7.186110185844411546e+01 2.087918043964280059e+02
2.495944520361447587e+02 2.295418829644353593e+02
7.876954884222693920e+01 1.910348714610231866e+02
2.464429847622759553e+02 1.686410376345791349e+02
7.078144789768501255e+01 2.035679313915755415e+02
2.571339977468996381e+02 1.748038535988979163e+02
1.555965542912838941e+02 1.115191887821197838e+02
1.420827346568040923e+02 1.182238320058291379e+02
1.282452882938527807e+02 7.942435611303510257e+01
3.114657551999802649e+02 2.079049275022592269e+02
2.123879845323544089e+02 1.048525115175535802e+02
1.429189961211399691e+02 9.263006336283366693e+01
2.037923577840564917e+02 2.234697462636144394e+02
2.576324742414794855e+02 1.418533950826948455e+02
7.845587781327830612e+01 1.896857073501867319e+02
2.691424696132794452e+02 1.595179970316954723e+02
2.327882215363858904e+02 1.635734711742139496e+02
1.362637144051399503e+02 8.023464185101140345e+01
8.157947076596730085e+01 1.966034965335688298e+02
6.647763889038596119e+01 1.962842149056148742e+02
3.101328896524811967e+02 2.271746220796120213e+02
9.036434127937921801e+01 2.062591447773126561e+02
1.373901107018290872e+02 8.990444230097560308e+01
2.798659513671739205e+02 1.998812387570730209e+02
2.393212204197987489e+02 1.982683636506522760e+02
7.447098573154912060e+01 1.961929961114479966e+02
2.237318915506195651e+02 2.421098067658033415e+02
7.240490541757439757e+01 1.987893012837214144e+02
7.596968931192243701e+01 2.054034872264358000e+02
1.375782516751077367e+02 8.544649197176167377e+01
7.910330171806364774e+01 1.929484994809961336e+02
2.360081005552621605e+02 1.790188925500252139e+02
1.347863557319556662e+02 1.048583890367009417e+02
7.193603755137071687e+01 1.905034113721815174e+02
2.424862526960283446e+02 2.270099191042107236e+02
7.632005100746572168e+01 2.118915389491681651e+02
2.112602627362249450e+02 1.822635781981456660e+02
2.119178614989072003e+02 2.053600006189944622e+02
7.576847209191556942e+01 1.946351712492307513e+02
1.499522782147134308e+02 1.047906589218410147e+02
7.323174469373424245e+01 2.055281975582308576e+02
2.326980263665350037e+02 1.760946153973185062e+02
2.735594632669475459e+02 1.888017156303231729e+02
1.312297910947079345e+02 1.042641689545150001e+02
2.319291500283171672e+02 1.960932564755747478e+02
2.088990197845937473e+02 1.730147344037243613e+02
2.283399378595066196e+02 1.914692388666734928e+02
2.478706145140947683e+02 2.205003375209928436e+02
2.379984257649861377e+02 1.686173407570450138e+02
2.359642051065027317e+02 1.948610400053824492e+02
2.625648467837163480e+02 1.937454017281733627e+02
2.543868447805421056e+02 2.083003769788266482e+02
2.177390568383487732e+02 1.833764224523140172e+02
1.374668435716313581e+02 1.064555454570325992e+02
8.434197965951977949e+01 2.114776978191709418e+02
1.323705503325764710e+02 9.424996649862946185e+01
2.534942615795015968e+02 1.994965770952562991e+02
2.231372499118522228e+02 2.013687696286721689e+02
2.338466926348591244e+02 1.731790625539507857e+02
2.495304733864571460e+02 1.586984206198731044e+02
1.448402291579279790e+02 9.739021483862028106e+01
7.668459341717165501e+01 1.910435649784727161e+02
2.656655158008468334e+02 1.631241751495198855e+02
2.761548130125572698e+02 1.974554002636631367e+02
1.387540240608597628e+02 1.242013296729089546e+02
2.665733900896248088e+02 1.742182646318972559e+02
1.477556051770756085e+02 9.711724418906092637e+01
2.185105530362645538e+02 1.483175103321558197e+02
2.656066262551429418e+02 2.019068613882888599e+02
2.234917400399361895e+02 2.112213642602712866e+02
2.621522181072021453e+02 2.037613669915023706e+02
1.177698659416475380e+02 1.239317712628674428e+02
2.019921418010214325e+02 1.631917110415429875e+02
3.107615985474789113e+02 2.322345800467359425e+02
2.537196953252054357e+02 1.921372597899934078e+02
6.709651965990042299e+01 1.955964372455858040e+02
1.610250736518853500e+02 1.118442041982258672e+02
1.249511802012601720e+02 9.321160732646582403e+01
1.480418260148752267e+02 8.230157812716129229e+01
2.641092291828704219e+02 1.830991733875567320e+02
2.145083942126375405e+02 1.785994751070077768e+02
2.599503040279444690e+02 2.064409006367793893e+02
2.274121378408829628e+02 1.943643501892437939e+02
7.181993960188499670e+01 1.984850756298211252e+02
1.372792829722159524e+02 9.467387503697354134e+01
